onset	duration	sample	trial_type	value	Event	Condition	Run
0.4980000000	2209682.0000000000	-0.5	n/a	xboundary	n/a	n/a	n/a
10744.9980000000	1.0000000000	10744	n/a	x21	Start_Resting	Open	2
40993.9980000000	1.0000000000	40993	n/a	x22	Start_Resting	Closed	2
71244.9980000000	1.0000000000	71244	n/a	x21	Start_Resting	Open	2
101493.9980000000	1.0000000000	101493	n/a	x22	Start_Resting	Closed	2
131744.9980000000	1.0000000000	131744	n/a	x21	Start_Resting	Open	2
161993.9980000000	1.0000000000	161993	n/a	x22	Start_Resting	Closed	2
192236.9980000000	1.0000000000	192236	n/a	x21	Start_Resting	Open	2
222485.9980000000	1.0000000000	222485	n/a	x22	Start_Resting	Closed	2
