"ID","Run","anxious","peppy","peeved","happy","tired","relaxed","sad","calm","exhausted","irritated"
"sub-ER07AS24","9",1,6,1,6,4,3,1,3,4,1
"sub-ER07DO18","1",1,4,3,5,4,5,1,5,4,2
"sub-ER07DO18","4",4,6,2,6,3,2,3,2,4,4
"sub-ER07DO18","5",1,3,5,4,5,5,2,5,5,3
"sub-ER07DO18","6",1,6,4,5,5,5,1,4,5,1
"sub-ER07DO18","9",2,4,3,6,6,3,3,5,6,3
"sub-ER07ED13","1",1,4,1,4,4,6,1,6,2,1
"sub-ER07ED13","4",1,3,1,6,5,3,1,4,4,1
"sub-ER07ED13","5",1,3,1,4,3,4,1,5,4,1
"sub-ER07ED13","6",1,4,1,4,4,4,1,4,4,1
"sub-ER07ED13","9",1,4,1,5,4,3,1,4,4,1
"sub-ER07EF15","1",1,4,1,5,3,6,1,6,2,1
"sub-ER07EF15","4",1,4,1,4,6,5,1,5,5,1
"sub-ER07EF15","5",1,4,1,5,4,6,1,5,4,1
"sub-ER07EF15","6",1,3,1,4,5,5,1,5,4,1
"sub-ER07EF15","9",1,4,1,4,5,4,1,5,5,1
"sub-ER07EL10","1",1,3,1,4,2,4,1,5,2,1
"sub-ER07EL10","4",1,3,1,4,2,3,1,4,2,1
"sub-ER07EL10","5",1,3,1,4,3,4,1,5,2,1
"sub-ER07EL10","6",1,3,1,3,4,4,1,4,1,1
"sub-ER07EL10","9",2,2,1,3,2,3,1,5,2,1
"sub-ER07EN04","1",1,4,1,4,3,5,4,6,3,1
"sub-ER07EN04","4",1,4,2,3,4,4,4,5,4,1
"sub-ER07EN04","5",1,3,1,4,4,5,3,5,4,1
"sub-ER07EN04","6",1,4,1,3,4,5,3,5,4,1
"sub-ER07EN04","9",1,3,4,3,5,4,1,4,5,1
"sub-ER07ER07","1",1,2,1,2,5,5,2,4,5,2
"sub-ER07ER07","4",1,1,3,1,7,5,4,5,6,3
"sub-ER07ER07","5",1,2,1,1,6,5,1,5,5,2
"sub-ER07ER07","6",3,2,1,1,7,5,1,4,6,1
"sub-ER07ER07","9",2,1,3,1,7,5,4,3,6,4
"sub-ER07ER23","1",1,1,1,6,1,7,1,7,1,1
"sub-ER07ER23","4",1,1,3,6,1,7,1,7,1,1
"sub-ER07ER23","5",1,1,1,6,1,7,1,7,1,1
"sub-ER07ER23","6",1,1,1,6,2,7,1,7,2,1
"sub-ER07ER23","9",1,1,1,7,1,7,1,7,2,1
"sub-ER07ER24","1",1,3,1,4,4,4,2,4,5,2
"sub-ER07ER24","4",1,3,1,4,6,3,1,4,5,1
"sub-ER07ER24","5",1,3,1,4,4,5,1,5,5,1
"sub-ER07ER24","6",1,3,1,4,5,4,1,4,5,1
"sub-ER07ER24","9",1,3,1,4,5,4,1,4,4,1
"sub-ER07ER30","1",1,4,1,4,4,5,1,5,1,1
"sub-ER07ER30","4",1,4,2,5,4,5,2,5,3,1
"sub-ER07ER30","5",1,4,1,4,3,5,1,2,4,1
"sub-ER07ER30","6",1,4,1,4,4,3,1,5,4,1
"sub-ER07ER30","9",1,4,1,5,3,5,1,5,4,1
"sub-ER07IM06","1",1,4,1,4,4,5,1,5,3,1
"sub-ER07IM06","4",1,2,1,3,6,6,1,6,5,1
"sub-ER07IM06","5",1,3,1,4,5,5,1,5,5,2
"sub-ER07IM06","6",1,3,1,4,5,6,1,6,5,1
"sub-ER07IM06","9",1,4,2,4,4,3,1,3,4,2
"sub-ER07LF01","1",4,3,1,3,3,2,1,4,2,1
"sub-ER07LF01","4",1,1,4,2,3,4,3,5,2,4
"sub-ER07LF01","5",1,4,1,4,3,4,1,5,3,1
"sub-ER07LF01","6",1,4,1,3,4,4,3,4,4,3
"sub-ER07LF01","9",1,4,1,4,3,4,1,3,4,1
"sub-ER07ND08","1",1,3,1,4,3,5,1,5,2,1
"sub-ER07ND08","4",1,2,4,3,5,4,1,4,5,2
"sub-ER07ND08","5",1,3,3,3,4,5,1,4,5,1
"sub-ER07ND08","6",1,2,1,4,5,4,1,5,4,1
"sub-ER07ND08","9",1,1,3,3,4,4,2,4,5,2
"sub-ER07ND12","1",1,1,1,5,4,5,1,5,2,1
"sub-ER07ND12","4",1,1,1,5,4,5,1,5,3,2
"sub-ER07ND12","5",1,1,1,5,4,5,1,5,2,2
"sub-ER07ND12","6",1,1,1,5,4,5,1,5,2,2
"sub-ER07ND12","9",1,1,1,5,4,4,1,4,2,2
"sub-ER07NE14","1",1,4,1,6,2,7,1,6,1,1
"sub-ER07NE14","4",1,4,1,6,4,5,1,6,4,1
"sub-ER07NE14","5",1,5,1,6,2,1,1,6,2,1
"sub-ER07NE14","6",1,4,1,6,4,6,1,6,4,1
"sub-ER07NE14","9",1,5,1,6,2,7,1,6,2,1
"sub-ER07NO23","1",1,1,1,5,4,6,2,6,1,1
"sub-ER07NO23","4",1,1,1,6,6,6,1,6,5,1
"sub-ER07NO23","5",1,1,1,6,6,6,1,6,6,1
"sub-ER07NO23","6",1,1,1,6,6,6,1,6,6,1
"sub-ER07NO23","9",1,1,1,6,6,6,4,5,6,4
"sub-ER07NS10","1",2,3,2,4,4,3,3,3,3,2
"sub-ER07NS10","4",3,2,4,3,4,2,2,2,3,4
"sub-ER07NS10","5",1,2,2,2,4,2,1,5,4,3
"sub-ER07NS10","6",1,1,1,2,4,4,1,4,5,3
"sub-ER07NS10","9",1,3,1,2,5,2,1,3,4,2
"sub-ER07NS11","1",2,4,1,5,2,5,1,5,1,1
"sub-ER07NS11","4",1,4,1,5,2,4,1,5,2,1
"sub-ER07NS11","5",1,4,1,5,2,5,1,5,2,1
"sub-ER07NS11","6",1,3,1,5,3,5,1,5,3,1
"sub-ER07NS11","9",1,2,1,5,3,5,1,5,3,1
"sub-ER07NZ17","1",3,4,1,4,4,5,2,5,3,1
"sub-ER07NZ17","4",1,2,3,4,6,6,2,6,5,1
"sub-ER07NZ17","5",1,3,1,4,5,6,1,6,5,1
"sub-ER07NZ17","6",1,4,1,4,5,6,1,6,4,1
"sub-ER07NZ17","9",1,4,1,4,5,6,1,6,4,1
"sub-ER07PH12","1",2,4,1,5,3,5,1,4,3,1
"sub-ER07PH12","4",1,3,1,4,5,2,1,4,5,1
"sub-ER07PH12","5",1,3,1,4,5,3,1,4,4,1
"sub-ER07PH12","6",1,4,1,4,4,3,1,5,4,1
"sub-ER07PH12","9",1,3,1,4,5,3,1,4,5,1
"sub-ER07RC18","1",1,4,1,5,3,5,1,6,2,1
"sub-ER07RC18","4",1,3,1,4,7,5,1,5,4,1
"sub-ER07RC18","5",1,3,1,4,5,4,1,5,4,1
"sub-ER07RC18","6",1,4,1,4,4,5,1,5,4,1
"sub-ER07RC18","9",1,4,1,4,4,5,1,5,4,1
"sub-ER07RE13","1",1,3,1,4,1,6,1,7,1,1
"sub-ER07RE13","4",1,3,1,6,6,6,1,7,1,1
"sub-ER07RE13","5",1,3,1,5,3,6,1,6,1,1
"sub-ER07RE13","6",1,1,1,3,4,6,1,6,1,1
"sub-ER07RE13","9",1,2,1,2,1,4,1,6,1,1
"sub-ER07RL02","1",2,4,1,4,4,4,3,5,2,2
"sub-ER07RL02","4",3,5,6,4,3,4,4,3,3,5
"sub-ER07RL02","5",1,4,2,4,3,4,1,5,2,2
"sub-ER07RL02","6",1,4,1,4,3,5,2,5,2,1
"sub-ER07RL02","9",1,4,1,4,3,4,2,5,2,1
"sub-ER07RT10","1",1,5,1,5,2,6,3,7,1,1
"sub-ER07RT10","4",1,4,2,7,4,7,1,5,4,1
"sub-ER07RT10","5",1,6,1,5,5,7,1,7,4,1
"sub-ER07RT10","6",1,6,1,6,5,7,2,7,5,1
"sub-ER07RT10","9",1,5,1,6,5,6,1,6,6,1
"sub-ER07RT14","1",2,4,1,6,2,6,1,6,2,2
"sub-ER07RT14","4",2,4,5,5,3,6,4,6,3,3
"sub-ER07RT14","5",2,5,2,6,4,5,3,6,2,2
"sub-ER07RT14","6",1,5,3,5,6,5,3,6,4,2
"sub-ER07RT14","9",2,5,1,5,5,5,2,6,4,3
"sub-ER07UA25","1",1,1,1,4,1,4,1,5,1,1
"sub-ER07UA25","4",1,1,1,2,5,3,1,4,4,1
"sub-ER07UA25","5",1,1,1,4,2,4,1,4,2,1
"sub-ER07UA25","6",1,2,1,3,2,3,1,3,2,1
"sub-ER07UA25","9",1,3,1,2,2,2,1,2,1,1
"sub-ER07US19","1",1,2,2,3,2,6,1,6,2,1
"sub-ER07US19","4",1,1,1,1,4,4,1,5,2,1
"sub-ER07US19","5",1,1,1,2,4,5,1,5,1,1
"sub-ER07US19","6",1,1,1,1,5,4,1,5,3,2
"sub-ER07US19","9",1,1,1,1,3,4,1,4,3,3
"sub-ER08AH23","1",2,3,1,5,6,5,1,6,4,1
"sub-ER08AH23","4",1,1,1,4,7,6,2,4,4,1
"sub-ER08AH23","5",1,3,1,5,6,5,1,5,5,1
"sub-ER08AH23","6",2,3,1,4,5,5,1,5,4,1
"sub-ER08AH23","9",1,3,1,4,5,4,1,4,5,1
"sub-ER08AS05","1",1,2,1,1,2,6,1,5,1,1
"sub-ER08AS05","4",1,1,2,1,1,3,2,2,1,1
"sub-ER08AS05","5",1,4,1,2,1,4,1,4,2,1
"sub-ER08AS05","6",1,3,1,1,3,4,1,4,5,1
"sub-ER08AS05","9",1,4,1,3,1,2,1,2,3,1
"sub-ER08AS28","1",1,2,1,5,3,4,1,4,2,1
"sub-ER08AS28","4",1,1,2,2,6,5,1,3,4,1
"sub-ER08AS28","5",1,1,1,3,2,5,1,5,2,1
"sub-ER08AS28","6",1,1,1,2,2,1,1,2,1,1
"sub-ER08AS28","9",1,2,1,3,1,4,1,4,1,1
"sub-ER08EL09","1",1,4,1,4,3,4,1,6,2,1
"sub-ER08EL09","4",1,3,4,4,2,4,1,4,3,4
"sub-ER08EL09","5",1,3,4,4,3,4,1,5,2,3
"sub-ER08EL09","6",1,3,5,4,2,3,2,3,3,2
"sub-ER08EL09","9",1,3,4,3,2,3,1,3,4,5
"sub-ER08EN05","1",1,4,1,5,4,6,1,5,2,1
"sub-ER08EN05","4",1,4,4,5,3,4,1,5,3,3
"sub-ER08EN05","5",1,5,1,5,2,5,1,5,1,1
"sub-ER08EN05","6",1,4,1,5,5,4,1,3,4,4
"sub-ER08EN05","9",1,5,1,5,3,5,1,5,1,1
"sub-ER08ER03","1",1,5,1,6,1,7,1,7,1,1
"sub-ER08ER03","4",1,4,1,6,2,6,1,7,3,1
"sub-ER08ER03","5",1,5,1,6,1,7,1,7,2,1
"sub-ER08ER03","6",1,5,1,6,1,7,1,7,2,1
"sub-ER08ER03","9",1,5,1,6,2,6,1,7,3,1
"sub-ER08LF06","1",1,1,1,4,4,5,1,5,2,1
"sub-ER08LF06","4",1,1,3,4,3,4,2,4,2,2
"sub-ER08LF06","5",1,1,2,4,4,4,1,5,2,1
"sub-ER08LF06","6",1,1,1,5,2,4,1,5,3,1
"sub-ER08LF06","9",1,2,2,4,3,4,1,5,2,1
"sub-ER08LF23","1",2,3,2,4,5,4,4,6,4,1
"sub-ER08LF23","4",1,3,4,2,5,2,3,3,6,6
"sub-ER08LF23","5",1,4,1,3,2,4,3,6,3,2
"sub-ER08LF23","6",3,3,4,4,4,3,4,4,4,4
"sub-ER08LF23","9",1,4,1,4,4,2,2,5,2,3
"sub-ER08NE28","1",1,1,1,4,2,6,1,6,2,1
"sub-ER08NE28","4",1,5,2,2,1,6,1,6,1,1
"sub-ER08NE28","5",1,5,1,5,1,6,1,4,1,1
"sub-ER08NE28","6",1,4,1,4,2,6,1,6,2,1
"sub-ER08NE28","9",1,5,1,6,1,6,1,6,1,1
"sub-ER08RD20","1",2,1,1,4,2,6,1,6,1,1
"sub-ER08RD20","4",1,4,2,5,4,6,1,6,4,1
"sub-ER08RD20","5",1,3,1,6,2,6,1,6,2,1
"sub-ER08RD20","6",1,1,1,4,3,5,1,6,4,1
"sub-ER08RD20","9",1,3,1,5,3,6,1,6,3,1
"sub-ER08RT29","1",1,2,1,3,4,6,2,7,3,1
"sub-ER08RT29","4",1,2,3,3,6,5,4,6,3,1
"sub-ER08RT29","5",1,2,3,3,6,7,4,7,5,1
"sub-ER08RT29","6",1,3,3,3,4,6,1,6,4,2
"sub-ER08RT29","9",1,2,1,3,2,5,1,4,2,1
"sub-ER08US03","1",1,1,1,4,2,4,1,5,1,1
"sub-ER08US03","4",1,2,2,5,3,1,1,2,3,1
"sub-ER08US03","5",1,4,1,5,2,5,1,5,1,1
"sub-ER08US03","6",1,4,1,5,3,2,1,2,2,1
"sub-ER08US03","9",1,2,3,3,3,1,1,1,2,1
"sub-ER09AS01","1",2,2,1,5,3,6,1,7,2,1
"sub-ER09AS01","4",1,2,1,5,5,6,1,6,6,1
"sub-ER09AS01","5",1,1,1,4,6,6,1,6,6,1
"sub-ER09AS01","6",1,1,1,5,7,7,1,7,7,1
"sub-ER09AS01","9",1,1,1,4,5,6,1,7,5,1
"sub-ER09DO22","1",1,2,1,4,5,5,1,5,4,1
"sub-ER09DO22","4",1,1,1,3,5,5,1,6,5,1
"sub-ER09DO22","5",1,1,1,2,5,5,1,6,5,1
"sub-ER09DO22","6",1,1,3,1,5,5,1,5,5,3
"sub-ER09DO22","9",1,1,2,2,5,5,1,4,5,1
"sub-ER09EF11","1",1,2,1,5,1,3,1,4,1,1
"sub-ER09EF11","4",1,1,4,3,5,5,2,3,5,2
"sub-ER09EF11","5",1,4,1,5,2,6,1,4,3,1
"sub-ER09EF11","6",1,3,1,4,3,5,1,5,5,1
"sub-ER09EF11","9",1,2,1,5,4,5,1,5,5,1
"sub-ER09ET01","1",2,4,1,5,3,6,2,6,3,1
"sub-ER09ET01","4",1,7,1,7,1,6,1,2,2,1
"sub-ER09ET01","5",1,5,1,5,3,5,1,5,3,1
"sub-ER09ET01","6",1,2,4,2,6,2,1,3,6,4
"sub-ER09ET01","9",1,5,3,7,1,5,7,5,1,1
"sub-ER09GO30","1",1,4,1,5,3,6,1,6,3,2
"sub-ER09GO30","4",1,4,2,5,4,6,1,7,3,2
"sub-ER09GO30","5",1,4,1,4,4,6,1,7,2,1
"sub-ER09GO30","6",1,3,1,5,5,6,1,6,4,1
"sub-ER09GO30","9",1,4,3,5,3,6,1,6,3,1
"sub-ER09NK30","1",2,3,1,3,5,5,2,7,3,1
"sub-ER09NK30","4",2,2,5,3,4,2,2,5,4,5
"sub-ER09NK30","5",2,4,2,4,3,4,2,4,4,4
"sub-ER09NK30","6",2,3,2,5,3,4,3,5,4,3
"sub-ER09NK30","9",1,4,2,4,3,2,2,3,3,2
"sub-ER09NZ11","1",2,2,1,3,4,5,1,6,3,2
"sub-ER09NZ11","4",2,3,2,3,3,5,4,6,4,2
"sub-ER09NZ11","5",2,3,1,3,4,4,4,6,4,2
"sub-ER09NZ11","6",2,3,1,3,4,5,4,6,4,2
"sub-ER09NZ11","9",2,4,1,3,4,4,4,5,5,2
"sub-ER09US20","1",1,2,1,4,4,5,1,5,3,1
"sub-ER09US20","4",1,1,1,3,5,4,1,4,4,1
"sub-ER09US20","5",1,3,1,4,4,5,1,4,3,1
"sub-ER09US20","6",1,3,1,4,4,4,1,4,3,1
"sub-ER09US20","9",1,4,1,4,3,5,1,5,3,1
"sub-ER10IG12","1",2,3,1,4,3,5,1,5,4,1
"sub-ER10IG12","4",1,2,3,3,4,3,1,3,5,1
"sub-ER10IG12","5",1,3,1,5,4,5,1,4,3,1
"sub-ER10IG12","6",1,3,1,3,4,4,1,5,3,1
"sub-ER10IG12","9",1,3,1,3,4,4,1,5,4,1
"sub-ERCLUT20","1",1,5,1,5,2,6,2,6,2,2
"sub-ERCLUT20","4",1,4,2,5,3,5,2,5,2,2
"sub-ERCLUT20","5",1,4,1,4,3,5,2,5,3,2
"sub-ERCLUT20","6",1,4,1,4,3,5,1,6,3,2
"sub-ERCLUT20","9",1,5,3,5,3,6,3,5,2,2
"sub-ES04NG05","1",1,1,1,3,2,4,1,5,2,1
"sub-ES04NG05","4",1,1,2,1,7,2,1,2,6,5
"sub-ES04NG05","5",1,2,1,2,4,3,1,4,4,2
"sub-ES04NG05","6",1,1,1,1,4,2,3,5,5,2
"sub-ES04NG05","9",1,1,3,1,4,1,1,2,4,3
"sub-ES05AN28","1",1,4,3,5,4,5,2,6,4,3
"sub-ES05AN28","4",1,2,1,2,6,3,4,5,5,3
"sub-ES05AN28","5",1,2,3,3,6,3,4,4,5,3
"sub-ES05AN28","6",1,2,2,2,6,3,3,4,5,2
"sub-ES05AN28","9",1,2,2,2,6,2,3,4,4,3
"sub-ES05AS02","1",2,2,2,5,4,5,4,6,4,1
"sub-ES05AS02","4",1,1,4,4,7,7,3,7,7,5
"sub-ES05AS02","5",1,2,2,4,5,5,2,6,6,4
"sub-ES05AS02","6",1,2,2,4,4,6,3,6,5,2
"sub-ES05AS02","9",1,4,1,6,6,6,3,5,6,4
"sub-ES06AN31","1",1,1,1,6,4,6,1,6,1,1
"sub-ES06AN31","4",1,1,1,5,6,6,1,4,6,2
"sub-ES06AN31","5",1,1,1,6,6,6,1,5,4,1
"sub-ES06AN31","6",1,1,1,6,7,7,1,6,5,2
"sub-ES06AN31","9",1,1,1,6,6,6,1,5,5,2
"sub-ES06ER16","1",1,1,1,5,7,6,2,6,6,2
"sub-ES06ER16","4",2,2,2,2,7,3,2,2,7,3
"sub-ES06ER16","5",1,4,2,4,6,5,1,5,6,1
"sub-ES06ER16","6",2,3,2,3,7,5,1,5,7,2
"sub-ES06ER16","9",1,3,1,3,7,4,1,4,7,1
"sub-ES06ER27","1",1,4,1,6,6,6,1,7,6,2
"sub-ES06ER27","4",1,2,1,5,7,7,1,7,6,2
"sub-ES06ER27","5",1,4,1,5,3,6,1,6,4,2
"sub-ES06ER27","6",1,4,1,6,4,7,2,6,3,1
"sub-ES06ER27","9",1,5,2,6,4,5,1,4,4,3
"sub-ES06NK11","1",1,4,1,5,5,3,1,2,4,1
"sub-ES06NK11","4",1,5,2,7,6,4,3,1,6,1
"sub-ES06NK11","5",1,4,1,6,5,3,1,1,5,1
"sub-ES06NK11","6",1,3,1,5,6,1,3,1,6,1
"sub-ES06NK11","9",1,5,1,7,6,5,3,2,6,1
"sub-ES06RT18","1",1,2,1,5,4,5,2,5,4,1
"sub-ES06RT18","4",1,2,1,5,6,6,2,6,5,1
"sub-ES06RT18","5",1,3,1,5,5,5,2,5,5,1
"sub-ES06RT18","6",1,1,1,6,4,6,5,6,4,1
"sub-ES06RT18","9",1,1,2,3,4,5,4,4,5,3
"sub-ES09LD08","1",1,2,1,3,5,6,2,6,2,1
"sub-ES09LD08","4",2,3,2,3,4,5,2,5,2,2
"sub-ES09LD08","5",1,3,2,2,3,5,2,5,3,2
"sub-ES09LD08","6",2,3,2,2,5,6,2,6,2,4
"sub-ES09LD08","9",2,3,3,3,4,5,2,5,2,3
"sub-ET08RS05","1",1,4,1,6,1,6,1,5,2,1
"sub-ET08RS05","4",1,5,1,5,2,6,1,5,3,1
"sub-ET08RS05","5",1,5,1,5,2,5,1,5,1,1
"sub-ET08RS05","6",1,5,1,6,2,6,1,6,2,1
"sub-ET08RS05","9",1,5,2,5,2,5,1,5,2,2
"sub-EV06AN16","1",2,2,1,3,3,3,1,3,2,1
"sub-EV06AN16","4",1,1,1,1,4,4,4,4,3,1
"sub-EV06AN16","5",1,3,1,4,1,4,1,3,2,1
"sub-EV06AN16","6",1,3,1,2,4,3,1,4,2,1
"sub-EV06AN16","9",1,3,1,1,1,4,1,5,1,1
"sub-EY04EL25","1",1,4,1,5,4,5,2,5,2,1
"sub-EY04EL25","4",1,6,1,5,3,5,1,4,1,1
"sub-EY04EL25","5",1,4,1,4,3,5,1,6,2,1
"sub-EY04EL25","6",1,5,1,4,4,4,1,4,2,1
"sub-EY04EL25","9",1,4,1,4,4,5,1,4,5,1
"sub-EY08AN21","1",1,3,1,4,4,5,5,5,5,1
"sub-EY08AN21","4",1,3,2,4,5,5,4,5,6,2
"sub-EY08AN21","5",1,4,1,4,3,5,4,5,4,1
"sub-EY08AN21","6",1,4,1,4,3,5,4,6,5,1
"sub-EY08AN21","9",1,3,2,4,4,4,4,5,4,4
"sub-EY08EL15","1",1,4,1,5,2,5,2,5,2,1
"sub-EY08EL15","4",1,3,5,2,2,2,2,2,3,4
"sub-EY08EL15","5",1,3,3,4,2,3,1,4,2,2
"sub-EY08EL15","6",1,4,2,4,2,3,1,3,3,2
"sub-EY08EL15","9",1,4,2,4,2,3,1,3,2,2
"sub-EZ04AS29","1",1,1,1,4,4,6,1,5,2,1
"sub-EZ04AS29","4",1,1,2,4,4,4,2,5,4,1
"sub-EZ04AS29","5",1,1,3,4,4,4,1,4,4,1
"sub-EZ04AS29","6",1,1,1,5,4,4,3,4,4,2
"sub-EZ04AS29","9",1,1,2,4,4,4,2,3,5,2
"sub-EZ04RO26","1",1,1,1,4,4,5,3,6,2,3
"sub-EZ04RO26","4",1,3,3,5,6,4,1,4,5,4
"sub-EZ04RO26","5",1,1,1,5,6,4,1,7,4,3
"sub-EZ04RO26","6",1,1,1,6,7,5,1,6,5,3
"sub-EZ04RO26","9",1,2,3,5,7,5,3,4,5,3
"sub-EZ04SE15","1",1,2,1,4,3,6,4,6,2,2
"sub-EZ04SE15","4",1,2,4,5,6,6,3,5,4,2
"sub-EZ04SE15","5",1,2,2,3,5,7,2,7,4,2
"sub-EZ04SE15","6",1,2,2,4,4,5,3,5,4,2
"sub-EZ04SE15","9",1,2,3,4,4,5,2,4,4,2
"sub-EZ05IK08","1",3,3,1,3,5,3,2,3,4,1
"sub-EZ05IK08","4",1,5,1,5,3,4,1,3,4,1
"sub-EZ05IK08","5",1,4,1,5,2,6,1,6,2,1
"sub-EZ05IK08","6",1,3,1,3,6,4,1,6,6,1
"sub-EZ05IK08","9",1,4,1,4,3,4,1,4,4,1
"sub-EZ10RG28","1",1,3,1,4,4,5,3,6,4,2
"sub-EZ10RG28","4",1,2,2,3,3,6,1,6,3,2
"sub-EZ10RG28","5",1,2,1,4,3,6,1,6,2,1
"sub-EZ10RG28","6",1,3,1,5,4,7,1,6,4,1
"sub-EZ10RG28","9",1,2,1,4,4,6,1,6,5,1
"sub-FA04HU23","1",1,4,1,4,2,5,1,6,1,1
"sub-FA04HU23","4",1,2,2,4,3,5,1,5,2,1
"sub-FA04HU23","5",1,3,1,4,2,6,1,5,1,1
"sub-FA04HU23","6",1,4,1,5,2,5,1,5,1,1
"sub-FA04HU23","9",1,5,1,6,1,6,1,5,1,1
"sub-FE06AN24","1",1,2,1,6,4,6,1,6,4,1
"sub-FE06AN24","4",2,1,3,4,7,5,3,6,7,1
"sub-FE06AN24","5",1,1,1,5,7,6,1,6,6,1
"sub-FE06AN24","6",1,1,1,4,7,6,2,6,7,1
"sub-FE06AN24","9",1,1,3,3,7,4,2,5,7,3
"sub-FF05RL11","1",1,5,1,6,2,5,1,1,1,1
"sub-FF05RL11","4",1,4,3,5,1,5,2,6,1,4
"sub-FF05RL11","5",1,6,1,6,1,6,1,5,1,1
"sub-FF05RL11","6",1,4,1,5,4,6,1,6,3,1
"sub-FF05RL11","9",1,5,1,5,1,6,1,6,2,1
"sub-FF07ER24","1",1,4,1,6,2,6,2,5,2,1
"sub-FF07ER24","4",1,4,5,4,6,5,3,6,6,4
"sub-FF07ER24","5",1,5,1,5,4,6,2,6,5,1
"sub-FF07ER24","6",1,5,1,6,6,6,2,5,6,1
"sub-FF07ER24","9",1,6,2,5,5,5,2,5,6,1
"sub-FF07NS13","1",1,3,1,4,4,5,2,6,1,1
"sub-FF07NS13","4",1,2,3,5,1,5,2,4,1,4
"sub-FF07NS13","5",1,2,1,4,3,5,1,6,1,1
"sub-FF07NS13","6",1,3,1,6,3,5,2,6,1,2
"sub-FF07NS13","9",1,4,1,4,1,6,1,6,1,1
"sub-FFJUER06","1",1,3,1,4,3,6,1,6,3,1
"sub-FFJUER06","4",1,4,1,4,4,5,1,5,2,1
"sub-FFJUER06","5",1,4,1,4,4,6,1,5,2,1
"sub-FFJUER06","6",1,5,1,4,3,5,1,5,2,1
"sub-FFJUER06","9",1,4,1,4,3,5,1,5,2,1
"sub-FL07AN14","1",1,2,1,4,4,3,3,4,3,1
"sub-FL07AN14","4",1,2,1,1,5,3,1,5,1,3
"sub-FL07AN14","5",1,4,1,4,2,5,1,5,1,1
"sub-FL07AN14","6",1,4,1,5,1,6,1,5,1,1
"sub-FL07AN14","9",1,5,1,5,1,6,1,4,1,1
"sub-GA04AF17","1",2,3,1,4,4,4,1,3,4,1
"sub-GA04AF17","4",1,4,3,3,1,2,3,2,2,4
"sub-GA04AF17","5",1,2,2,2,4,4,1,5,3,3
"sub-GA04AF17","6",1,3,1,3,4,4,1,4,4,2
"sub-GA04AF17","9",1,4,1,4,4,3,1,3,4,1
"sub-GA04LI18","1",1,4,1,4,4,5,2,5,4,2
"sub-GA04LI18","4",1,1,4,1,5,2,2,3,5,4
"sub-GA04LI18","5",1,1,4,2,5,2,2,3,5,4
"sub-GA04LI18","6",1,1,3,1,5,2,2,3,5,4
"sub-GA04LI18","9",1,1,2,2,5,1,2,2,5,4
"sub-GA04TZ22","1",1,4,1,4,3,5,2,6,2,1
"sub-GA04TZ22","4",1,3,2,3,3,5,2,5,3,1
"sub-GA04TZ22","5",1,5,1,4,2,5,2,5,2,1
"sub-GA04TZ22","6",1,4,1,3,1,5,1,5,4,1
"sub-GA04TZ22","9",1,2,1,4,4,5,2,5,5,1
"sub-GA06OF10","1",1,3,1,5,3,4,3,5,3,1
"sub-GA06OF10","4",1,2,1,3,4,5,1,5,3,1
"sub-GA06OF10","5",1,2,1,2,5,6,1,6,3,1
"sub-GA06OF10","6",1,2,1,2,4,5,1,5,4,1
"sub-GA06OF10","9",1,3,1,3,2,4,1,5,2,1
"sub-GARG15","1",1,2,1,3,5,5,3,6,3,2
"sub-GARG15","4",1,2,2,2,5,5,2,5,4,3
"sub-GARG15","5",1,2,2,2,4,5,2,6,3,3
"sub-GARG15","6",1,2,2,2,5,5,2,5,5,4
"sub-GARG15","9",1,2,2,3,5,5,1,6,5,2
"sub-GE05GO10","1",3,4,1,4,4,5,1,5,2,1
"sub-GE05GO10","4",1,4,5,4,5,4,1,5,4,5
"sub-GE05GO10","5",1,3,1,3,4,5,1,5,4,1
"sub-GE05GO10","6",1,4,1,3,5,5,1,5,5,3
"sub-GE05GO10","9",1,4,1,3,4,4,1,4,5,1
"sub-GL03EN12","1",1,5,1,6,1,6,1,7,2,1
"sub-GL03EN12","4",1,5,2,6,2,6,1,5,3,2
"sub-GL03EN12","5",1,5,1,6,1,6,1,5,2,1
"sub-GL03EN12","6",1,5,1,5,3,5,1,5,4,1
"sub-GL03EN12","9",1,4,1,5,3,4,1,4,4,2
"sub-GL05ER12","1",1,3,1,4,2,6,1,5,1,1
"sub-GL05ER12","4",1,1,2,1,5,6,1,5,3,2
"sub-GL05ER12","5",1,1,1,2,6,5,1,5,3,1
"sub-GL05ER12","6",1,2,1,2,6,4,1,4,4,2
"sub-GL05ER12","9",1,4,1,4,4,5,1,6,4,1
"sub-GS09AS15","1",1,4,1,5,4,5,2,4,4,1
"sub-GS09AS15","4",1,4,1,5,6,4,1,6,6,1
"sub-GS09AS15","5",1,4,1,5,5,6,1,6,5,1
"sub-GS09AS15","6",1,4,1,4,5,5,1,5,6,1
"sub-GS09AS15","9",1,4,1,5,6,6,1,6,6,1
"sub-GT05AS11","1",1,3,1,4,5,4,2,4,4,3
"sub-GT05AS11","4",1,2,3,3,6,4,2,4,4,3
"sub-GT05AS11","5",1,4,1,4,3,4,1,3,3,2
"sub-GT05AS11","6",1,2,1,3,5,4,1,3,5,2
"sub-GT05AS11","9",1,3,1,4,4,3,2,3,4,2
"sub-GT07AN06","1",1,5,1,6,1,5,1,6,1,1
