values,cards,winlose,winlosecolor,MoneyTrigger,ChoiceTrigger,FeedbackTrigger,TrialPractice.thisRepN,TrialPractice.thisTrialN,TrialPractice.thisN,TrialPractice.thisIndex,Trial.thisRepN,Trial.thisTrialN,Trial.thisN,Trial.thisIndex,example2.started,example2.stopped,jitter,Fixation_prac.started,Fixation_prac.stopped,Money_prac.started,Money_prac.stopped,Choice_prac.started,Choice_prac.stopped,choice_prac.keys,choice_prac.rt,FeedbackSlide_prac.started,FeedbackSlide_prac.stopped,Fixation.started,Fixation.stopped,Money.started,Money.stopped,Choice.started,Choice.stopped,choice_resp.keys,choice_resp.rt,choice_resp.started,choice_resp.stopped,Square1.started,Square1.stopped,Square2.started,Square2.stopped,MoneyWon,FeedbackSlide.started,FeedbackSlide.stopped,square5.started,square5.stopped,square4.started,square4.stopped,Break_Text.started,Break_Text.stopped,Key_Response_Break.keys,Key_Response_Break.rt,text_2.started,text_2.stopped,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
0,4,o,#3ced1d,9,4,101,,,,,0,12,12,6,,,4.478609315954101,,,,,,,,,,,460.11559321084496,464.6027769091288,464.5860934010416,465.0865236740592,465.0865236740592,None,2,1.162857899638766,465.0865236740592,None,464.5860934010416,465.0865236740592,465.0865236740592,None,1060,468.2725915212577,None,466.2875551041161,468.2892756127676,468.2725915212577,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
0,5,x,#ed1c24,9,5,100,,,,,0,13,13,126,,,4.41225906598619,,,,,,,,,,,469.27345440097815,473.69391690217344,473.67723368579755,474.17766337539433,474.17766337539433,None,2,0.8136372334629414,474.17766337539433,None,473.67723368579755,474.17766337539433,474.17766337539433,None,1060,477.0134329777575,None,475.0283971440367,477.03011444387084,477.0134329777575,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
10,8,x,#ed1c24,19,18,210,,,,,0,14,14,238,,,4.0665661531810375,,,,,,,,,,,478.01429614918743,482.0844554464693,482.0677736886446,482.5682051285039,482.5682051285039,None,4,0.7889836105368886,482.5682051285039,None,482.0677736886446,482.5682051285039,482.5682051285039,None,1050,485.3706141323237,None,483.3855736312362,485.3872923896215,485.3706141323237,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
10,5,x,#ed1c24,19,15,110,,,,,0,15,15,168,,,3.0353094744713314,,,,,,,,,,,486.40482769242954,489.44077080421084,489.42409342204337,489.9245222365098,489.9245222365098,None,2,1.0455645998790715,489.9245222365098,None,489.42409342204337,489.9245222365098,489.9245222365098,None,1040,492.9771441890098,None,490.992106896736,492.99382973907086,492.9771441890098,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
0,5,o,#3ced1d,9,5,101,,,,,0,16,16,118,,,2.8938465416233035,,,,,,,,,,,493.9946850343167,496.8971770006083,496.88049611791575,497.38092609922387,497.38092609922387,None,2,0.8120727899422491,497.38092609922387,None,496.88049611791575,497.38092609922387,497.38092609922387,None,1040,500.2166930761923,None,498.23166511865566,500.2333760008587,500.2166930761923,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
50,5,o,#3ced1d,59,55,151,,,,,0,17,17,174,,,4.404435622027678,,,,,,,,,,,501.2175553724901,505.62133903296854,505.6046753611954,506.1050881315823,506.1050881315823,None,2,1.0858168594677409,506.1050881315823,None,505.6046753611954,506.1050881315823,506.1050881315823,None,1090,509.2077466062401,None,507.2227116476515,509.2244254469588,509.2077466062401,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
0,3,o,#3ced1d,9,3,201,,,,,0,18,18,211,,,3.208256750557503,,,,,,,,,,,510.24198262805476,513.461402905903,513.4447220232105,513.9451520045168,513.9451520045168,None,2,3.2436077473648766,513.9451520045168,None,513.4447220232105,513.9451520045168,513.9451520045168,None,1090,519.1996638911387,None,517.2146265988649,519.2163494411998,519.1996638911387,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
50,5,x,#ed1c24,59,55,150,,,,,0,19,19,197,,,4.3541661209755675,,,,,,,,,,,520.2005285211198,524.5542631158878,524.5375816497744,525.0380122145034,525.0380122145034,None,4,2.104613226854781,525.0380122145034,None,524.5375816497744,525.0380122145034,525.0380122145034,None,1040,529.1748997099221,None,527.1898691269926,529.1915817594581,529.1748997099221,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
50,4,o,#3ced1d,59,54,151,,,,,0,20,20,73,,,3.1228541745203304,,,,,,,,,,,530.2091121031863,533.3451513044129,533.3117872053426,533.8122148529656,533.8122148529656,None,2,2.080300030105718,533.8122148529656,None,533.3117872053426,533.8122148529656,533.8122148529656,None,1090,537.9157370824742,None,535.9307280861212,537.932418256878,537.9157370824742,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
0,4,x,#ed1c24,9,4,100,,,,,0,21,21,30,,,2.6593018053410917,,,,,,,,,,,538.9499628944213,541.6189195859115,541.5855566536829,542.0859948028847,542.0859948028847,None,4,1.0603875782653631,542.0859948028847,None,541.5855566536829,542.0859948028847,542.0859948028847,None,1090,545.1719843549818,None,543.1869345191553,545.1886535692538,545.1719843549818,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
