OpenFirst.thisRepN,OpenFirst.thisTrialN,OpenFirst.thisN,OpenFirst.thisIndex,ClosedFirst.thisRepN,ClosedFirst.thisTrialN,ClosedFirst.thisN,ClosedFirst.thisIndex,Intro.started,Intro.stopped,text.started,text.stopped,cont.started,cont.stopped,blackback.started,blackback.stopped,text_4.started,text_4.stopped,flash.started,flash.stopped,sound_1.started,sound_1.stopped,text_3.started,text_3.stopped,sound_2.started,sound_2.stopped,participant,session,EEGPort,repetitionResting,LogFilesFolder,date,expName,frameRate,
,,,,0,0,0,0,3.0098075994101237,6.012382528173475,5.9790461416050675,None,5.9790461416050675,None,67.19834506787629,127.19986342113589,67.19834506787629,127.19986342113589,127.1831831218642,127.58352518162064,127.18318078817974,None,127.7002948609952,187.70221781674627,187.68553314181628,None,AU06EL20,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1048,Resting,59.95127726675387,
,,,,1,0,1,0,,,,,,,188.2193272221939,248.23754629446012,188.2193272221939,248.23754629446012,248.2042020317058,248.62121301402476,248.18750160440942,None,248.70461771919872,308.70614978285084,308.6894653996322,None,AU06EL20,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1048,Resting,59.95127726675387,
,,,,2,0,2,0,,,,,,,309.22326181369317,369.24147096780325,309.22326181369317,369.24147096780325,369.20811007754855,369.62514410499716,369.1914280280151,None,369.70854355938354,429.7100694971159,429.6933909481075,None,AU06EL20,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1048,Resting,59.95127726675387,
,,,,3,0,3,0,,,,,,,430.22718036111473,490.2453845561449,430.22718036111473,490.2453845561449,490.2120254161546,490.6290582767615,490.1953433666211,None,490.7124565643044,550.7139839605898,550.6973048281604,None,AU06EL20,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1048,Resting,59.95127726675387,
