OpenFirst.thisRepN,OpenFirst.thisTrialN,OpenFirst.thisN,OpenFirst.thisIndex,ClosedFirst.thisRepN,ClosedFirst.thisTrialN,ClosedFirst.thisN,ClosedFirst.thisIndex,Intro.started,Intro.stopped,text.started,text.stopped,cont.started,cont.stopped,blackback.started,blackback.stopped,text_4.started,text_4.stopped,flash.started,flash.stopped,sound_1.started,sound_1.stopped,text_3.started,text_3.stopped,sound_2.started,sound_2.stopped,participant,session,EEGPort,repetitionResting,LogFilesFolder,date,expName,frameRate,
,,,,0,0,0,0,3.064507697654335,6.067091086024448,6.050411661886756,None,6.050411661886756,None,52.27348357202936,112.27502992949667,52.27348357202936,112.27502992949667,112.25835050535898,112.6586951905083,112.25834936768806,None,112.77546020251611,172.7773875339226,172.7607058052723,None,AU06EL20,1,0xC010,3,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1219,Resting,59.95295483860002,
,,,,1,0,1,0,,,,,,,173.29449723108337,233.3127189287443,173.29449723108337,233.3127189287443,233.2793568716479,233.69638156436122,233.26267660154699,None,233.7797880197977,293.78132416739754,293.764645647561,None,AU06EL20,1,0xC010,3,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1219,Resting,59.95295483860002,
,,,,2,0,2,0,,,,,,,294.2984329894243,354.3166473943238,294.2984329894243,354.3166473943238,354.2832865040691,354.70031323875446,354.2666126515993,None,354.7837173605076,414.785247673899,414.7518853542621,None,AU06EL20,1,0xC010,3,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1219,Resting,59.95295483860002,
,,,,3,0,3,0,,,,,,,415.2856761966541,475.3038879761589,415.2856761966541,475.3038879761589,475.27052562735116,475.6875535288782,475.2538462323806,None,475.77095794234265,535.7724870888924,535.7558068187915,None,AU06EL20,1,0xC010,3,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1219,Resting,59.95295483860002,
