OpenFirst.thisRepN,OpenFirst.thisTrialN,OpenFirst.thisN,OpenFirst.thisIndex,ClosedFirst.thisRepN,ClosedFirst.thisTrialN,ClosedFirst.thisN,ClosedFirst.thisIndex,Intro.started,Intro.stopped,text.started,text.stopped,cont.started,cont.stopped,blackback.started,blackback.stopped,text_4.started,text_4.stopped,flash.started,flash.stopped,sound_1.started,sound_1.stopped,text_3.started,text_3.stopped,sound_2.started,sound_2.stopped,participant,session,EEGPort,repetitionResting,LogFilesFolder,date,expName,frameRate,
,,,,0,0,0,0,3.034023948266622,6.036600919004741,6.01993228815445,None,6.01993228815445,None,58.71522868937973,118.71677533855927,58.71522868937973,118.71677533855927,118.70009591441885,119.10043622391277,118.70009614778819,None,119.2172067784195,179.21912273311773,179.20244529260918,None,AU06EL20,1,0xC010,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0929,Resting,59.96165874872996,
,,,,1,0,1,0,,,,,,,179.73623359711746,239.75444800201603,179.73623359711746,239.75444800201603,239.72108419465712,240.13811180447465,239.7044055873069,None,240.2215045495177,300.22304361422357,300.2063632566099,None,AU06EL20,1,0xC010,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0929,Resting,59.96165874872996,
,,,,2,0,2,0,,,,,,,300.7401676051968,360.7583560478597,300.7401676051968,360.7583560478597,360.72499544931634,361.14202189229127,360.70831742538695,None,361.2254260140444,421.2269472844082,421.21026721850586,None,AU06EL20,1,0xC010,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0929,Resting,59.96165874872996,
,,,,3,0,3,0,,,,,,,421.7440575649871,481.7622591346235,421.7440575649871,481.7622591346235,481.72890699568507,482.14595619208103,481.7122173033352,None,482.2293279339656,542.2308480374877,542.2141682632957,None,AU06EL20,1,0xC010,1,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_0929,Resting,59.96165874872996,
