OpenFirst.thisRepN,OpenFirst.thisTrialN,OpenFirst.thisN,OpenFirst.thisIndex,ClosedFirst.thisRepN,ClosedFirst.thisTrialN,ClosedFirst.thisN,ClosedFirst.thisIndex,Intro.started,Intro.stopped,text.started,text.stopped,cont.started,cont.stopped,text_3.started,text_3.stopped,sound_2.started,sound_2.stopped,blackback.started,blackback.stopped,text_4.started,text_4.stopped,flash.started,flash.stopped,sound_1.started,sound_1.stopped,participant,session,EEGPort,repetitionResting,LogFilesFolder,date,expName,frameRate,
0,0,0,0,,,,,3.0211348318371165,6.0236831933852955,5.990338629291728,None,5.990338629291728,None,24.005688598736015,84.00711767648681,83.99044428594952,None,84.5242186235173,144.54194776383883,84.5242186235173,144.54194776383883,144.50858569726188,144.9256091958032,144.49190530573088,None,AM04EN20b,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1121,Resting,59.98094584828428,
1,0,1,0,,,,,,,,,,,145.0090108617478,205.01005605170212,204.99337274309056,None,205.52716166606115,265.54487884635273,205.52716166606115,265.54487884635273,265.5115307817632,265.92855194663935,265.4948349297045,None,AM04EN20b,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1121,Resting,59.98094584828428,
2,0,2,0,,,,,,,,,,,266.0119442779269,326.0129818834703,325.9962985748587,None,326.530086039289,386.54780759520145,326.530086039289,386.54780759520145,386.5144461120417,386.93146669350244,386.49776367855503,None,AM04EN20b,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1121,Resting,59.98094584828428,
3,0,3,0,,,,,,,,,,,387.0149080317424,447.0159115074439,446.9825538748299,None,447.5163063342934,507.53405035172545,447.5163063342934,507.53405035172545,507.5006906188137,507.91770915831876,507.48400585166365,None,AM04EN20b,1,0xC010,2,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1121,Resting,59.98094584828428,
