onset	duration	sample	trial_type	value	Event	Condition	Run
0.4980000000	68950.0000000000	-0.5	n/a	xboundary	n/a	n/a	n/a
15559.9980000000	1.0000000000	15559	n/a	x11	Start_Resting	Open	1
45808.9980000000	1.0000000000	45808	n/a	x12	Start_Resting	Closed	1
76056.9980000000	1.0000000000	76056	n/a	x11	Start_Resting	Open	1
106304.9980000000	1.0000000000	106304	n/a	x12	Start_Resting	Closed	1
136557.9980000000	1.0000000000	136557	n/a	x11	Start_Resting	Open	1
166805.9980000000	1.0000000000	166805	n/a	x12	Start_Resting	Closed	1
197053.9980000000	1.0000000000	197053	n/a	x11	Start_Resting	Open	1
227302.9980000000	1.0000000000	227302	n/a	x12	Start_Resting	Closed	1
