Bitte Teilen Sie nun den Betrag von 10 Credits auf, wie Sie ihn aufteilen würden, wenn der/die Empfänger/in darüber entscheiden kann, ob die Aufteilung zugeteilt wird.
Dabei haben Sie nur eine Aufteilung des Betrages, bis der/die Empfänger/in endgültig darüber entscheidet.
Dieses Angebot wird jedem/r Empfänger/in nur einmal vorgelegt.

Se können drei verschiedene Angebote machen:
(1) Sie bieten 1, und behalten 9 Credits.
(2) Sie bieten 5, und behalten 5 Credits.
(3) Sie bieten 3, und behalten 7 Credits.

Sie wählen Ihr Angebot mit der entsprechenden Taste (1, 2, 3) auf der Tastatur.

,Offer1,1,9,1,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,0.6687566402961697,286.7738915458631,None,9_1_V1.png,,,,,,,,,,,6,287.47456874610725,None,4,0.357373577375256,287.47456874610725,None,287.47456874610725,None,None,None,287.8748694971091,None,287.8748694971091,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,0.5703965987147308,288.8757209929154,None,9_1_V1.png,,,,,,,,,,,7,289.47622681467874,None,4,0.45470196917449357,289.47622681467874,None,289.47622681467874,None,None,None,289.959970945878,None,289.959970945878,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,1,0,3,1,,,,,,,,,,,,,0.6085314615036719,290.96082594218024,None,5_5_V1.png,,,,,,,,,,,12,291.5946973310165,None,4,0.41215576626564143,291.5946973310165,None,291.5946973310165,None,None,None,292.0450785205139,None,292.0450785205139,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,1,1,4,1,,,,,,,,,,,,,0.6843651958024403,293.04593351681797,None,5_5_V1.png,,,,,,,,,,,17,293.74652845539094,None,4,0.3312797086418868,293.74652845539094,None,293.74652845539094,None,None,None,294.11352256434657,None,294.11352256434657,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,1,2,5,0,,,,,,,,,,,,,0.5745053149835024,295.11436385037086,None,9_1_V1.png,,,,,,,,,,,18,295.714896217567,None,4,0.5398801371611626,295.714896217567,None,295.714896217567,None,None,None,296.29869912793765,None,296.29869912793765,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,2,0,6,2,,,,,,,,,,,,,0.693350078321967,297.2995544159494,None,7_3_V1.png,,,,,,,,,,,21,298.0168265956054,None,4,0.4379182546526863,298.0168265956054,None,298.0168265956054,None,None,None,298.50057131022004,None,298.50057131022004,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,2,1,7,0,,,,,,,,,,,,,0.5497882934178892,299.5014265982318,None,9_1_V1.png,,,,,,,,,,,22,300.0685712285431,None,4,0.4521139353328181,300.0685712285431,None,300.0685712285431,None,None,None,300.5523168182808,None,300.5523168182808,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,2,2,8,0,,,,,,,,,,,,,0.6236751092249957,301.5531688975043,None,9_1_V1.png,,,,,,,,,,,23,302.203723069877,None,4,0.4358993432197167,302.203723069877,None,302.203723069877,None,None,None,302.670784417538,None,302.670784417538,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,3,0,9,0,,,,,,,,,,,,,0.5712816819114166,303.67163853871716,None,9_1_V1.png,,,,,,,,,,,24,304.27214902780906,None,4,0.8264246656653995,304.27214902780906,None,304.27214902780906,None,None,None,305.13955196560164,None,305.13955196560164,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,3,1,10,2,,,,,,,,,,,,,0.6802292989887546,306.1404049199482,None,7_3_V1.png,,,,,,,,,,,27,306.8409992751058,None,4,0.3475386403788434,306.8409992751058,None,306.8409992751058,None,None,None,307.22466012365476,None,307.22466012365476,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,3,2,11,1,,,,,,,,,,,,,0.6444216747554093,308.225515119957,None,5_5_V1.png,,,,,,,,,,,32,308.89274507487426,None,4,0.49174655820934277,308.89274507487426,None,308.89274507487426,None,None,None,309.4265337644774,None,309.4265337644774,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,4,0,12,2,,,,,,,,,,,,,0.5339653368862449,310.42738759394706,None,7_3_V1.png,,,,,,,,,,,35,310.9778520660948,None,4,0.7875726535366994,310.9778520660948,None,310.9778520660948,None,None,None,311.7952142376853,None,311.7952142376853,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,4,1,13,1,,,,,,,,,,,,,0.6930032911653892,312.79606923398933,None,5_5_V1.png,,,,,,,,,,,40,313.5133431638951,None,4,0.5250298636110529,313.5133431638951,None,313.5133431638951,None,None,None,314.0804901278698,None,314.0804901278698,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,4,2,14,0,,,,,,,,,,,,,0.6638818715153715,315.0813477495449,None,9_1_V1.png,,,,,,,,,,,41,315.76525757091804,None,4,0.8221526012330287,315.76525757091804,None,315.76525757091804,None,None,None,316.632671301908,None,316.632671301908,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,5,0,15,0,,,,,,,,,,,,,0.6566552450775327,317.6335175469685,None,9_1_V1.png,,,,,,,,,,,42,318.3174550806052,None,4,0.5178258415398886,318.3174550806052,None,318.3174550806052,None,None,None,318.867897382941,None,318.867897382941,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,5,1,16,1,,,,,,,,,,,,,0.6253135143210892,319.86875004557805,None,5_5_V1.png,,,,,,,,,,,47,320.5193007174548,None,4,0.46992387878344744,320.5193007174548,None,320.5193007174548,None,None,None,321.01972763219055,None,321.01972763219055,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,5,2,17,2,,,,,,,,,,,,,0.6353593015759162,322.02058408703306,None,7_3_V1.png,,,,,,,,,,,50,322.68781229170236,None,4,0.6033701031337841,322.68781229170236,None,322.68781229170236,None,None,None,323.321686014202,None,323.321686014202,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,6,0,18,2,,,,,,,,,,,,,0.6421289536511988,324.32254013538113,None,7_3_V1.png,,,,,,,,,,,53,324.98977417420974,None,4,0.48936826245517295,324.98977417420974,None,324.98977417420974,None,None,None,325.52355907160927,None,325.52355907160927,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,6,1,19,1,,,,,,,,,,,,,0.5606227232416028,326.5244134844961,None,5_5_V1.png,,,,,,,,,,,58,327.10824235688415,None,4,0.42785491024915245,327.10824235688415,None,327.10824235688415,None,None,None,327.5753072050429,None,327.5753072050429,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,6,2,20,1,,,,,,,,,,,,,0.6940297313094208,328.5761587008492,None,5_5_V1.png,,,,,,,,,,,63,329.29343233904547,None,4,0.43661519477973343,329.29343233904547,None,329.29343233904547,None,None,None,329.76049806232913,None,329.76049806232913,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,7,0,21,1,,,,,,,,,,,,,0.6842687387497595,330.76134634934533,None,5_5_V1.png,,,,,,,,,,,68,331.4619453718333,None,4,0.47605674888473004,331.4619453718333,None,331.4619453718333,None,None,None,331.9790518613154,None,331.9790518613154,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,7,1,22,0,,,,,,,,,,,,,0.5576926276415066,332.97990481566194,None,9_1_V1.png,,,,,,,,,,,69,333.5637345631749,None,4,0.6372140714138368,333.5637345631749,None,333.5637345631749,None,None,None,334.2309671434632,None,334.2309671434632,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,7,2,23,2,,,,,,,,,,,,,0.536681811127988,335.23181951439255,None,7_3_V1.png,,,,,,,,,,,72,335.7989673534921,None,4,0.391943315291428,335.7989673534921,None,335.7989673534921,None,None,None,336.2326713019065,None,336.2326713019065,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,8,0,24,0,,,,,,,,,,,,,0.5033523358816161,337.2335239645454,None,9_1_V1.png,,,,,,,,,,,73,337.7673106121929,None,4,0.42258549598227546,337.7673106121929,None,337.7673106121929,None,None,None,338.2343722515634,None,338.2343722515634,None,339.23522549761765,None,space,340.21939625184314,None,1.326143604956087,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,8,1,25,1,,,,,,,,,,,,,0.5975459665787822,341.57054507108114,None,5_5_V1.png,,,,,,,,,,,78,342.1877380520018,None,4,0.3710783134029043,342.1877380520018,None,342.1877380520018,None,None,None,342.58807847529897,None,342.58807847529897,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,8,2,26,1,,,,,,,,,,,,,0.5959141518684518,343.58893813893155,None,5_5_V1.png,,,,,,,,,,,83,344.20612761935627,None,4,0.2946050054179068,344.20612761935627,None,344.20612761935627,None,None,None,344.5397372002153,None,344.5397372002153,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,9,0,27,1,,,,,,,,,,,,,0.5188390011222802,345.540589279437,None,5_5_V1.png,,,,,,,,,,,88,346.0910590023286,None,4,0.3176467327957653,346.0910590023286,None,346.0910590023286,None,None,None,346.4413534086816,None,346.4413534086816,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,9,1,28,2,,,,,,,,,,,,,0.6330842054912004,347.4422051961956,None,7_3_V1.png,,,,,,,,,,,91,348.0927593685683,None,4,0.3498941829038813,348.0927593685683,None,348.0927593685683,None,None,None,348.47642080053447,None,348.47642080053447,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,9,2,29,2,,,,,,,,,,,,,0.559315809002402,349.47727083780046,None,7_3_V1.png,,,,,,,,,,,94,350.0610997101867,None,4,0.30051355202704144,350.0610997101867,None,350.0610997101867,None,None,None,350.3947197925372,None,350.3947197925372,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,10,0,30,1,,,,,,,,,,,,,0.6533527013450717,351.3955704132186,None,5_5_V1.png,,,,,,,,,,,99,352.0794840267954,None,4,0.3120789011936722,352.0794840267954,None,352.0794840267954,None,None,None,352.42978280876923,None,352.42978280876923,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,10,1,31,2,,,,,,,,,,,,,0.6289668760555193,353.4306345962832,None,7_3_V1.png,,,,,,,,,,,102,354.08118526815997,None,4,0.275350231981065,354.08118526815997,None,354.08118526815997,None,None,None,354.39812198355503,None,354.39812198355503,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,10,2,32,0,,,,,,,,,,,,,0.5898844985274193,355.3989761047342,None,9_1_V1.png,,,,,,,,,,,103,356.01616821053176,None,4,0.32030973560904386,356.01616821053176,None,356.01616821053176,None,None,None,356.3664634920078,None,356.3664634920078,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,11,0,33,2,,,,,,,,,,,,,0.528622837420665,357.3673146961046,None,7_3_V1.png,,,,,,,,,,,106,357.91778383558085,None,4,0.34565478977310704,357.91778383558085,None,357.91778383558085,None,None,None,358.30144235046646,None,358.30144235046646,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,11,1,34,2,,,,,,,,,,,,,0.5078844997703638,359.3022967633533,None,7_3_V1.png,,,,,,,,,,,109,359.8360810773356,None,4,0.24932929025999329,359.8360810773356,None,359.8360810773356,None,None,None,360.11965485103065,None,360.11965485103065,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,11,2,35,1,,,,,,,,,,,,,0.500607740846571,361.1205092639175,None,5_5_V1.png,,,,,,,,,,,114,361.6376134197362,None,4,0.2987434675633267,361.6376134197362,None,361.6376134197362,None,None,None,361.9712370025827,None,361.9712370025827,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,12,0,36,0,,,,,,,,,,,,,0.6582762880795505,362.97208324764324,None,9_1_V1.png,,,,,,,,,,,115,363.6559994865929,None,4,0.2583013548392046,363.6559994865929,None,363.6559994865929,None,None,None,363.95625195991306,None,363.95625195991306,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,12,1,37,0,,,,,,,,,,,,,0.5631998171383252,364.9571052059673,None,9_1_V1.png,,,,,,,,,,,116,365.54093378664766,None,4,0.3073357282573852,365.54093378664766,None,365.54093378664766,None,None,None,365.8912299432468,None,365.8912299432468,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,12,2,38,0,,,,,,,,,,,,,0.5795545832070585,366.89208493955084,None,9_1_V1.png,,,,,,,,,,,117,367.49259542864274,None,4,0.43163077928329585,367.49259542864274,None,367.49259542864274,None,None,None,367.9596602768015,None,367.9596602768015,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,13,0,39,0,,,,,,,,,,,,,0.5543336785552416,368.96051527310374,None,9_1_V1.png,,,,,,,,,,,118,369.5443400615786,None,4,0.2968558247539477,369.5443400615786,None,369.5443400615786,None,None,None,369.877956060016,None,369.877956060016,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,13,1,40,1,,,,,,,,,,,,,0.6456906144642777,370.87880930607025,None,5_5_V1.png,,,,,,,,,,,123,371.54604363660656,None,4,0.28510261560040817,371.54604363660656,None,371.54604363660656,None,None,None,371.8629768515075,None,371.8629768515075,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer2,5,5,2,,,,,,,,,,,,,13,2,41,1,,,,,,,,,,,,,0.6624798733540028,372.8638303892694,None,5_5_V1.png,,,,,,,,,,,128,373.5477451696788,None,4,0.2943526779527019,373.5477451696788,None,373.5477451696788,None,None,None,373.8813617515316,None,373.8813617515316,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,14,0,42,2,,,,,,,,,,,,,0.6517783280144503,374.88222287370263,None,7_3_V1.png,,,,,,,,,,,131,375.56612861116264,None,4,0.2909370683628367,375.56612861116264,None,375.56612861116264,None,None,None,375.8997446096,None,375.8997446096,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer3,3,7,3,,,,,,,,,,,,,14,1,43,2,,,,,,,,,,,,,0.5572242822175841,376.90059756394476,None,7_3_V1.png,,,,,,,,,,,134,377.48442935341336,None,4,0.3546338553442183,377.48442935341336,None,377.48442935341336,None,None,None,377.8847659845069,None,377.8847659845069,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
,Offer1,1,9,1,,,,,,,,,,,,,14,2,44,0,,,,,,,,,,,,,0.682635818750767,378.8856209808091,None,9_1_V1.png,,,,,,,,,,,135,379.5695357612185,None,4,0.3184255932974338,379.5695357612185,None,379.5695357612185,None,None,None,379.91983220952716,None,379.91983220952716,None,None,None,None,None,None,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1223,UltimatumGame,2020.1.3,59.94884888112641,
