SubsetIndex,rep_Practice,ImageFilePrac,ColourPrac,CorrAnsPrac,TriggerConditionPrac,TriggerSpecificPrac,Primer,Condition,ImageFile,Colour,CorrAns,TriggerCondition,TriggerSpecific,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Practices.thisRepN,Practices.thisTrialN,Practices.thisN,Practices.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,CountdownLoop.thisRepN,CountdownLoop.thisTrialN,CountdownLoop.thisN,CountdownLoop.thisIndex,jitter,jitter_black,Fixation.started,Fixation.stopped,square1.started,square1.stopped,image_black_practice.started,image_black_practice.stopped,image_prompt_practice.started,image_prompt_practice.stopped,response_practice.keys,response_practice.corr,response_practice.rt,breakslide.keys,breakslide.rt,Trigger_Picture,Trigger_Target,Trigger_Response,image_black.started,image_black.stopped,image_prompt.started,image_prompt.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,square2.started,square2.stopped,showReminder,Reminder_Errors_Resp.keys,Reminder_Errors_Resp.started,Reminder_Errors_Resp.stopped,break_slide.started,break_slide.stopped,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
Subset1,5,,,,,,Stimuli/woman_65.png,erotic_woman,Stimuli/woman_62.png,red,2,7,76,0,0,0,0,,,,,0,93,93,105,,,,,1.4614829346620068,1.1845467133817098,394.5501867660805,None,394.5501867660805,None,,,,,,,,,,76,99,1,396.084825201242,397.2691666046794,397.2524858630986,None,2,1,0.44665724449623667,1.186734226253975,None,397.2524858630986,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/couple_15.png,erotic_couple,Stimuli/couple_14.png,blue,4,2,21,0,0,0,0,,,,,0,94,94,12,,,,,1.2174588094658352,1.1559169631945263,397.7195504195497,None,397.7195504195497,None,,,,,,,,,,21,99,1,398.9706162478469,400.13827836824385,400.1215935427517,None,4,1,0.5804850229797012,1.1696367213771737,None,400.1215935427517,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/woman_25.png,erotic_woman,Stimuli/woman_22.png,red,2,7,72,0,0,0,0,,,,,0,95,95,77,,,,,1.0797690518060072,1.1031734792089827,400.7221057820916,None,400.7221057820916,None,,,,,,,,,,72,99,1,401.82304960349575,402.9406584142471,402.9239788394989,None,2,1,0.39203753699075605,1.1090058735426283,None,402.9239788394989,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/woman_15.png,erotic_woman,Stimuli/woman_13.png,yellow,3,7,71,0,0,0,0,,,,,0,96,96,48,,,,,1.0129847503660532,1.2443582341410122,403.34099825412704,None,403.34099825412704,None,,,,,,,,,,71,99,1,404.37522202629225,405.6262843540935,405.6262843540935,None,3,1,0.5276992840026651,1.258449659213511,None,405.6262843540935,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/neutral_couple_85.png,neutral_couple,Stimuli/neutral_couple_81.png,green,1,5,58,0,0,0,0,,,,,0,97,97,76,,,,,1.4220477620864438,1.4096395989887387,406.1767441589109,None,406.1767441589109,None,,,,,,,,,,58,99,1,407.67802431970085,409.0958931881796,409.06253258014294,None,1,1,0.6633662817566801,1.4170099341172318,None,409.06253258014294,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/neutral_couple_65.png,neutral_couple,Stimuli/neutral_couple_62.png,red,2,5,56,0,0,0,0,,,,,0,98,98,86,,,,,1.0078853493359432,1.3232327010170866,409.7464508610501,None,409.7464508610501,None,,,,,,,,,,56,99,1,410.814032907585,412.1485024437843,412.1318103255908,None,2,1,0.5360015868918708,1.3242935341459088,None,412.1318103255908,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/tree_15.png,tree,Stimuli/tree_11.png,green,1,1,11,0,0,0,0,,,,,0,99,99,6,,,,,1.0413984180795923,1.279605363927012,412.6989604983537,None,412.6989604983537,None,,,,,,,,,,11,99,1,413.766543711723,415.0509593548595,415.0509593548595,None,1,1,0.5648229259204527,1.289234485142515,None,415.0509593548595,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/positiv_65.png,positive_man_woman,Stimuli/positiv_63.png,yellow,3,6,66,0,0,0,0,,,,,0,100,100,16,,,,,1.4463177014073163,1.1322735220626963,415.6347928945761,None,415.6347928945761,None,,,,,,,,,,66,99,1,417.1360771392774,418.2703663999,418.2536856583192,None,3,1,0.4650275591193349,1.1412429388419696,None,418.2536856583192,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/couple_85.png,erotic_couple,Stimuli/couple_81.png,green,1,2,28,0,0,0,0,,,,,0,101,101,31,,,,,1.1210547744830106,1.406268898485866,418.73743299830676,None,418.73743299830676,None,,,,,,,,,,28,99,1,419.905094826996,421.322966904263,421.2896027957304,None,1,1,0.4390448311514774,1.407262101141896,None,421.2896027957304,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/neutral_45.png,neutral_man_woman,Stimuli/neutral_43.png,yellow,3,4,44,0,0,0,0,,,,,0,102,102,36,,,,,1.1589180809811819,1.4095792933748656,421.75666735218147,None,421.75666735218147,None,,,,,,,,,,44,99,1,422.991058273059,424.40892451616673,424.40892451616673,None,3,1,0.2856635701864434,1.4234899368002516,None,424.40892451616673,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/couple_25.png,erotic_couple,Stimuli/couple_24.png,blue,4,2,22,0,0,0,0,,,,,0,103,103,1,,,,,1.0033537234289092,1.2291865344064017,424.7258606481464,None,424.7258606481464,None,,,,,,,,,,22,99,1,425.7934362771048,427.0278178633271,427.0111353714983,None,4,1,0.6853841138727148,1.241169574266678,None,427.0111353714983,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/neutral_couple_45.png,neutral_couple,Stimuli/neutral_couple_42.png,red,2,5,54,0,0,0,0,,,,,0,104,104,93,,,,,1.4367944051711588,1.0782182854984066,427.7284148438557,None,427.7284148438557,None,,,,,,,,,,54,99,1,429.2130133879418,430.2972677165235,430.26390477482346,None,2,1,0.5185306081966701,1.0780138473801344,None,430.26390477482346,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/tree_75.png,tree,Stimuli/tree_71.png,green,1,1,17,0,0,0,0,,,,,0,105,105,15,,,,,1.1495960320112464,1.3959837848029732,430.81437362259203,None,430.81437362259203,None,,,,,,,,,,17,99,1,432.0153963510238,433.41658972866753,433.3832250367195,None,1,1,0.5781755703246745,1.4003733279678272,None,433.3832250367195,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/woman_15.png,erotic_woman,Stimuli/woman_14.png,blue,4,7,71,0,0,0,0,,,,,0,106,106,29,,,,,1.4130541951614792,1.2394253653716159,433.9837364009363,None,433.9837364009363,None,,,,,,,,,,71,99,1,435.4183008881064,436.66935388124875,436.65267401479286,None,4,1,0.7446160173967655,1.2410209781864978,None,436.65267401479286,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/positiv_25.png,positive_man_woman,Stimuli/positiv_24.png,blue,4,6,62,0,0,0,0,,,,,0,107,107,54,,,,,1.4801357299552793,1.4784426171126368,437.4199960036003,None,437.4199960036003,None,,,,,,,,,,62,99,1,438.9546350221772,440.43922860722523,440.42254844906165,None,4,1,0.5226626527637563,1.4811335774938925,None,440.42254844906165,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/couple_75.png,erotic_couple,Stimuli/couple_72.png,red,2,2,27,0,0,0,0,,,,,0,108,108,70,,,,,1.2409550257466015,1.1842172642011985,440.9730170051207,None,440.9730170051207,None,,,,,,,,,,27,99,1,442.29080638315645,443.4751442860961,443.4584644196402,None,2,1,0.7026882355603448,1.1894706519815372,None,443.4584644196402,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/neutral_45.png,neutral_man_woman,Stimuli/neutral_44.png,blue,4,4,44,0,0,0,0,,,,,0,109,109,74,,,,,1.068812295688097,1.4149241242016015,444.19242317503813,None,444.19242317503813,None,,,,,,,,,,44,99,1,445.31004132044654,446.72791573137874,446.7112309058848,None,4,1,0.5188482782668871,1.42950308991567,None,446.7112309058848,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/woman_45.png,erotic_woman,Stimuli/woman_44.png,blue,4,7,74,0,0,0,0,,,,,0,110,110,13,,,,,1.1804279199748757,1.4859302448920357,447.26170062877645,None,447.26170062877645,None,,,,,,,,,,74,99,1,448.47940409879084,449.98068046737535,449.9473189842138,None,4,1,0.5167138504439208,1.4894763111187785,None,449.9473189842138,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset1,5,,,,,,Stimuli/woman_85.png,erotic_woman,Stimuli/woman_81.png,green,1,7,78,0,0,0,0,,,,,0,111,111,5,,,,,1.4116264166903902,1.0522475004369254,450.48110913235905,None,450.48110913235905,None,,,,,,,,,,78,99,1,451.9490228509512,453.0165978964942,452.99991511295775,None,1,1,0.9640163531530561,1.0597922163542535,None,452.99991511295775,None,False,None,None,None,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset2,3,PracticeStimuli/practice_blue.png,blue,4,9,0,PracticeStimuli/practice_black.png,Scramble,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,1.1029303491018325,1.277395236876059,484.2935919033516,None,484.2935919033516,None,485.4278855395951,486.71231255934435,486.6789507844769,None,4,1,0.7233172456344619,,,,,,,,,,,,,,,,,,,,,453.98408703401583,None,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset2,3,PracticeStimuli/practice_red.png,red,2,9,0,PracticeStimuli/practice_black.png,Scramble,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,1.1359435799319408,1.0917231491760557,487.4295905731633,None,487.4295905731633,None,488.59724977647966,489.6981953481318,489.66482482202264,None,2,1,0.30139917767519364,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset2,3,PracticeStimuli/practice_green.png,green,1,9,0,PracticeStimuli/practice_black.png,Scramble,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,1.3085578709745733,1.2906814113463367,489.9984419872908,None,489.9984419872908,None,491.33290889811724,492.6340175345722,492.60065575970293,None,1,1,0.41949193208529323,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset2,3,PracticeStimuli/practice_yellow.png,yellow,3,9,0,PracticeStimuli/practice_black.png,Scramble,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,1.4947045447315406,1.2418875259446092,493.05103899115784,None,493.05103899115784,None,494.56899405936565,495.82006047108007,495.7866989879185,None,3,1,0.2103865569260961,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset2,3,PracticeStimuli/practice_green.png,green,1,9,0,PracticeStimuli/practice_black.png,Scramble,,,,,,0,1,1,1,1,0,4,2,,,,,,,,,1.2758134206471021,1.2108190216980839,496.0202322871228,None,496.0202322871228,None,497.32133742307997,498.53904060138484,498.5056785348097,None,1,1,0.45633465914579574,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset2,3,PracticeStimuli/practice_blue.png,blue,4,9,0,PracticeStimuli/practice_black.png,Scramble,,,,,,0,1,1,1,1,1,5,0,,,,,,,,,1.27146928410062,1.2644067961841179,498.98942441625695,None,498.98942441625695,None,500.2905304273372,501.55827466355186,501.5249143472229,None,4,1,0.3920346199120104,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
Subset2,3,PracticeStimuli/practice_red.png,red,2,9,0,PracticeStimuli/practice_black.png,Scramble,,,,,,0,1,1,1,1,2,6,1,,,,,,,,,1.1250923793444252,1.0394469450619748,501.9419363872257,None,501.9419363872257,None,503.0929148489613,504.1438091529235,504.11044708634654,None,2,1,0.31445282132699504,,,,,,,,,,,,,,,,,,,,,,,AM04EN20b,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Feb_16_1133,Stroop,2020.1.3,59.94717155343167,
