onset	duration	sample	trial_type	value	Event	Condition	Run
0.4980000000	4771893.0000000000	-0.5	n/a	xboundary	n/a	n/a	n/a
24616.9980000000	1.0000000000	24616	n/a	x32	Start_Resting	Closed	3
54862.9980000000	1.0000000000	54862	n/a	x31	Start_Resting	Open	3
85115.9980000000	1.0000000000	85115	n/a	x32	Start_Resting	Closed	3
115363.9980000000	1.0000000000	115363	n/a	x31	Start_Resting	Open	3
145611.9980000000	1.0000000000	145611	n/a	x32	Start_Resting	Closed	3
175859.9980000000	1.0000000000	175859	n/a	x31	Start_Resting	Open	3
206102.9980000000	1.0000000000	206102	n/a	x32	Start_Resting	Closed	3
236351.9980000000	1.0000000000	236351	n/a	x31	Start_Resting	Open	3
